id,alias,name,image_url,url,price,phone,display_phone,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address,categories,category_0,category_1,category_2,pickup,delivery
9fWKxkCOV0Lc2ofx_wWm9A,savvy-bistro-and-bar-brooklyn,Savvy Bistro and Bar,https://s3-media3.fl.yelpcdn.com/bphoto/eveihjrZHjEE-3YC3TES_Q/o.jpg,https://www.yelp.com/biz/savvy-bistro-and-bar-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13475337880,(347) 533-7880,40.67443,-73.95022,710 Nostrand Ave,,,Brooklyn,11216,US,NY,"710 Nostrand Ave Brooklyn, NY 11216","Caribbean, Bars",Caribbean,Bars,,True,True
uAy3zyNCmDPO0RpdGjEAdg,the-crabby-shack-brooklyn,The Crabby Shack,https://s3-media1.fl.yelpcdn.com/bphoto/Rwtq_FHKB-ZGqZyNa3btqg/o.jpg,https://www.yelp.com/biz/the-crabby-shack-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17184841507,(718) 484-1507,40.6772748759876,-73.9554135086263,613 Franklin Ave,,,Brooklyn,11238,US,NY,"613 Franklin Ave Brooklyn, NY 11238","Seafood, Desserts",Seafood,Desserts,,True,True
-7PgxPVUGZh__U3CxRFKxg,trinidad-golden-place-restaurant-brooklyn,Trinidad Golden Place Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/IVvJzEpp1OttIyvRDRo-hg/o.jpg,https://www.yelp.com/biz/trinidad-golden-place-restaurant-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+17187357065,(718) 735-7065,40.6718291030037,-73.950525317791,788 Nostrand Ave,,,Brooklyn,11216,US,NY,"788 Nostrand Ave Brooklyn, NY 11216","Chinese, Trinidadian",Chinese,Trinidadian,,False,False
k6C1yxzWz07p6AYAV5pgDQ,veggies-natural-juice-bar-brooklyn,Veggies Natural Juice Bar,https://s3-media2.fl.yelpcdn.com/bphoto/2W_iYlFjPMB87mochVCZMw/o.jpg,https://www.yelp.com/biz/veggies-natural-juice-bar-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+13476273247,(347) 627-3247,40.671975,-73.9571799,785 Franklin Ave,,,Brooklyn,11238,US,NY,"785 Franklin Ave Brooklyn, NY 11238","Juice Bars & Smoothies, Vegan, Fruits & Veggies",Juice Bars & Smoothies,Vegan,Fruits & Veggies,False,False
lXPQ5iNQjEPxX86D8YLV-w,amarachi-brooklyn,AMARACHI,https://s3-media3.fl.yelpcdn.com/bphoto/KM8o_rnBdP7y2gE3o_Fq0A/o.jpg,https://www.yelp.com/biz/amarachi-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17182221010,(718) 222-1010,40.69803,-73.98482,189 Bridge St,,,Brooklyn,11201,US,NY,"189 Bridge St Brooklyn, NY 11201","American (Traditional), Caribbean, African",American (Traditional),Caribbean,African,True,True
JXsHJfBAKZT0fG8XkA9Kzw,sweet-science-brooklyn,Sweet Science,https://s3-media3.fl.yelpcdn.com/bphoto/yhADILytHbX27QT2smZ3Lw/o.jpg,https://www.yelp.com/biz/sweet-science-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13477630872,(347) 763-0872,40.7063841819763,-73.9431119710207,135 Graham Ave,,,Brooklyn,11206,US,NY,"135 Graham Ave Brooklyn, NY 11206","Bars, Burgers, American (New)",Bars,Burgers,American (New),True,True
xiEBdZ8z5KY21Vw2pY2fJQ,two-8-two-bar-and-burger-brooklyn,Two 8 Two Bar & Burger,https://s3-media1.fl.yelpcdn.com/bphoto/Bk_qD2OE7vVfDvsN4jZExQ/o.jpg,https://www.yelp.com/biz/two-8-two-bar-and-burger-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17185962282,(718) 596-2282,40.688536,-73.989728,282 Atlantic Ave,,,Brooklyn,11201,US,NY,"282 Atlantic Ave Brooklyn, NY 11201","Burgers, Bars",Burgers,Bars,,True,True
YrghgwuPHlgzddMf9sLkvA,island-express-brooklyn,Island Express,https://s3-media2.fl.yelpcdn.com/bphoto/xcBzTvhMen94KAKnHWio3w/o.jpg,https://www.yelp.com/biz/island-express-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+17184699049,(718) 469-9049,40.6469910390249,-73.9583377078496,998 Flatbush Ave,,,Brooklyn,11226,US,NY,"998 Flatbush Ave Brooklyn, NY 11226","Caribbean, Bakeries",Caribbean,Bakeries,,True,True
xYOJtt8WH7C9WPhohqEbcg,lips-cafe-brooklyn,Lips Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/SyvDYas6Ed5t06j_7tRlqA/o.jpg,https://www.yelp.com/biz/lips-cafe-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,,,40.6519264758132,-73.949863678108,1412 Nostrand Ave,,,Brooklyn,11226,US,NY,"1412 Nostrand Ave Brooklyn, NY 11226","Cafes, Coffee & Tea, Caribbean",Cafes,Coffee & Tea,Caribbean,False,False
xnw88LhmiI7_ktRTVYbESw,zurilee-restaurant-brooklyn,ZuriLee Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/0ERXL9ixpLQTKQ1QESVQsQ/o.jpg,https://www.yelp.com/biz/zurilee-restaurant-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17185136084,(718) 513-6084,40.6545,-73.95946,755 Flatbush Ave,,,Brooklyn,11226,US,NY,"755 Flatbush Ave Brooklyn, NY 11226","Caribbean, Pizza, Cocktail Bars",Caribbean,Pizza,Cocktail Bars,True,True
ROIGp7vSMbYrWkF_pqbd0w,tasty-caribbean-brooklyn,Tasty Caribbean,https://s3-media1.fl.yelpcdn.com/bphoto/Sw7fVwb6tt9OjKwYRxdTsw/o.jpg,https://www.yelp.com/biz/tasty-caribbean-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+17182828652,(718) 282-8652,40.652137,-73.930778,856 Utica Ave,,,Brooklyn,11203,US,NY,"856 Utica Ave Brooklyn, NY 11203",Caribbean,Caribbean,,,False,True
7lPqxohBRjnpJjvNjRQUoA,sip-unwine-brooklyn,Sip Unwine,https://s3-media1.fl.yelpcdn.com/bphoto/0YjkZFNaRYeoX7iECvbcBw/o.jpg,https://www.yelp.com/biz/sip-unwine-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17185766424,(718) 576-6424,40.64101,-73.95592,1197 Flatbush Ave,,,Brooklyn,11226,US,NY,"1197 Flatbush Ave Brooklyn, NY 11226","Wine Bars, Cocktail Bars, Caribbean",Wine Bars,Cocktail Bars,Caribbean,True,True
sDajjybHSYFw8gTVbknPGA,jack-doyles-bar-and-restaurant-new-york,Jack Doyle's Bar & Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/46eVvthYVkODJrUiRQmE_A/o.jpg,https://www.yelp.com/biz/jack-doyles-bar-and-restaurant-new-york?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+12122681255,(212) 268-1255,40.752132,-73.991852,240 W 35th St,,,New York,10001,US,NY,"240 W 35th St New York, NY 10001","American (Traditional), Pubs, Irish",American (Traditional),Pubs,Irish,False,False
2N0rmZr3YVSa_sZYTJHxIA,imani-caribbean-kitchen-and-bar-brooklyn-2,Imani Caribbean Kitchen & Bar,https://s3-media3.fl.yelpcdn.com/bphoto/_d_qagklHBgKGvLRFslqGw/o.jpg,https://www.yelp.com/biz/imani-caribbean-kitchen-and-bar-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17189230100,(718) 923-0100,40.6894,-73.97094,271 Adelphi St,,,Brooklyn,11205,US,NY,"271 Adelphi St Brooklyn, NY 11205","Caribbean, American (New)",Caribbean,American (New),,True,True
GA5msU6NO9rQRctPfDJCBg,peaches-hothouse-brooklyn,Peaches HotHouse,https://s3-media3.fl.yelpcdn.com/bphoto/FSuRqPGoYArrlSbU9Av0CA/o.jpg,https://www.yelp.com/biz/peaches-hothouse-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17184839111,(718) 483-9111,40.6833699737169,-73.9437798410654,415 Tompkins Ave,,,Brooklyn,11216,US,NY,"415 Tompkins Ave Brooklyn, NY 11216","Southern, American (Traditional), Bars",Southern,American (Traditional),Bars,True,True
NAKyofVbdyf5msnrLVchYg,bittersweet-brooklyn,Bittersweet,https://s3-media4.fl.yelpcdn.com/bphoto/LkaJMTaaaeOH_2ZS9jcOqw/o.jpg,https://www.yelp.com/biz/bittersweet-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+17188522556,(718) 852-2556,40.689498,-73.9725219,180 Dekalb Ave,,,Brooklyn,11205,US,NY,"180 Dekalb Ave Brooklyn, NY 11205","Coffee & Tea, Donuts, Cafes",Coffee & Tea,Donuts,Cafes,False,False
ibxhUQF1m70ymB9lMFG5og,bati-brooklyn-2,Bati,https://s3-media4.fl.yelpcdn.com/bphoto/_e9feubJFcJxWgWyh9Trgg/o.jpg,https://www.yelp.com/biz/bati-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17187979696,(718) 797-9696,40.6865076,-73.9746607,747 Fulton St,,,Brooklyn,11217,US,NY,"747 Fulton St Brooklyn, NY 11217",Ethiopian,Ethiopian,,,False,True
iLkU9Wo0Zte4DechmGnMqg,bleachers-sports-bar-and-grill-park-slope,Bleachers Sports Bar & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/MKu1gHrKp0OxDdlLED1frw/o.jpg,https://www.yelp.com/biz/bleachers-sports-bar-and-grill-park-slope?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17188571111,(718) 857-1111,40.6802563732559,-73.9749691478851,240 Flatbush Ave,,,Park Slope,11217,US,NY,"240 Flatbush Ave Park Slope, NY 11217","Sports Bars, American (Traditional), Dance Clubs",Sports Bars,American (Traditional),Dance Clubs,True,True
KfJdtE6Aj-MTGtBw-2Imyw,bk9-brooklyn-2,BK9,https://s3-media2.fl.yelpcdn.com/bphoto/lSiwKFCEzQ9xXNj2WHv7Sg/o.jpg,https://www.yelp.com/biz/bk9-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17187892176,(718) 789-2176,40.681179,-73.977388,62 5th Ave,,,Brooklyn,11217,US,NY,"62 5th Ave Brooklyn, NY 11217","Caribbean, Cocktail Bars",Caribbean,Cocktail Bars,,False,False
lAwfazjM5ot64O4A6EAjjQ,le-succulent-brooklyn-2,Le Succulent,https://s3-media1.fl.yelpcdn.com/bphoto/4StjLv6AF0ASwJnPJFh_iQ/o.jpg,https://www.yelp.com/biz/le-succulent-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,+13472278282,(347) 227-8282,40.67356,-73.98247,291 5th Ave,,,Brooklyn,11215,US,NY,"291 5th Ave Brooklyn, NY 11215","French, Bakeries, African",French,Bakeries,African,True,True
hO1T1fG5f5FbvOP2124rpw,negril-bk-brooklyn,Negril BK,https://s3-media2.fl.yelpcdn.com/bphoto/f4dYwn8IbPlx4MTp8fKOrA/o.jpg,https://www.yelp.com/biz/negril-bk-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13477213801,(347) 721-3801,40.67501,-73.98163,256 5th Ave,,,Brooklyn,11215,US,NY,"256 5th Ave Brooklyn, NY 11215",Caribbean,Caribbean,,,True,True
g_n3DjW1aS1ri0I34zDJKA,philly-pretzel-factory-brooklyn-3,Philly Pretzel Factory,https://s3-media2.fl.yelpcdn.com/bphoto/7uahgwUXvc8bSrp6qH01cw/o.jpg,https://www.yelp.com/biz/philly-pretzel-factory-brooklyn-3?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,+19179090345,(917) 909-0345,40.678616,-73.9788009,131 5th Ave,,,Brooklyn,11217,US,NY,"131 5th Ave Brooklyn, NY 11217","Pretzels, Bakeries, Hot Dogs",Pretzels,Bakeries,Hot Dogs,True,True
NPmqKZzKxwEXCZQZL7viHA,ghenet-brooklyn-brooklyn,Ghenet Brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/xmsYzU65BV_Kuw35vedg4A/o.jpg,https://www.yelp.com/biz/ghenet-brooklyn-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17182304475,(718) 230-4475,40.6791399,-73.98153,348 Douglass St,,,Brooklyn,11217,US,NY,"348 Douglass St Brooklyn, NY 11217","Ethiopian, African",Ethiopian,African,,True,True
367JyCXTLYT9tlCqy3gGog,de-hot-pot-brooklyn,De Hot Pot,https://s3-media1.fl.yelpcdn.com/bphoto/B7yFjbqf-9Y9oR92fgXAng/o.jpg,https://www.yelp.com/biz/de-hot-pot-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+13472401180,(347) 240-1180,40.66142,-73.96051,1127 Washington Ave,,,Brooklyn,11225,US,NY,"1127 Washington Ave Brooklyn, NY 11225",Trinidadian,Trinidadian,,,False,False
11VeHNc-R3PiLxQKK3_mig,and-sons-brooklyn,& Sons,https://s3-media2.fl.yelpcdn.com/bphoto/6KvxMJ9f9Ima79neEsTHAg/o.jpg,https://www.yelp.com/biz/and-sons-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,+17182810159,(718) 281-0159,40.66161,-73.95348,447 Rogers Ave,Prospect Lefferts Gardens,,Brooklyn,11225,US,NY,"447 Rogers Ave Prospect Lefferts Gardens Brooklyn, NY 11225","Wine Bars, American (New), Tapas/Small Plates",Wine Bars,American (New),Tapas/Small Plates,False,False
Wxv-A6K9LAHoPmdQMRyQkg,jus-fishy-brooklyn-2,Jus Fishy,https://s3-media4.fl.yelpcdn.com/bphoto/ARGuyXQ_kd5IhFmDeswBRQ/o.jpg,https://www.yelp.com/biz/jus-fishy-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17188260616,(718) 826-0616,40.6604043,-73.9604956,555 Flatbush Ave,,,Brooklyn,11225,US,NY,"555 Flatbush Ave Brooklyn, NY 11225",Fish & Chips,Fish & Chips,,,True,True
F0Zoz0R95U47dEFLEa4R0A,allans-bakery-brooklyn,Allan's Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/BImDRU8fhNn57v1rYbDitA/o.jpg,https://www.yelp.com/biz/allans-bakery-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+17187747892,(718) 774-7892,40.6605783,-73.9504416,1109 Nostrand Ave,,,Brooklyn,11225,US,NY,"1109 Nostrand Ave Brooklyn, NY 11225",Bakeries,Bakeries,,,True,True
4DVvKcNIdXxOLbdOm2sRmQ,plg-coffee-house-and-tavern-brooklyn,PLG Coffee House and Tavern,https://s3-media2.fl.yelpcdn.com/bphoto/ogMk655snAxJ_JYm1WTISQ/o.jpg,https://www.yelp.com/biz/plg-coffee-house-and-tavern-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+13474137944,(347) 413-7944,40.6598596691337,-73.9533801189785,499 Rogers Ave,,,Brooklyn,11225,US,NY,"499 Rogers Ave Brooklyn, NY 11225","Coffee & Tea, Breakfast & Brunch, Sandwiches",Coffee & Tea,Breakfast & Brunch,Sandwiches,True,True
7vqKC--s8iJ37QGitNhkeQ,zanmi-brooklyn-2,Zanmi,https://s3-media3.fl.yelpcdn.com/bphoto/GQL0MuRQj48FxDf_bTWEvA/o.jpg,https://www.yelp.com/biz/zanmi-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17186761047,(718) 676-1047,40.6579395,-73.9505773,1206 Nostrand Ave,,,Brooklyn,11225,US,NY,"1206 Nostrand Ave Brooklyn, NY 11225","Haitian, Tapas/Small Plates, Sandwiches",Haitian,Tapas/Small Plates,Sandwiches,True,True
NpK70BQzYRGO3h340YvRuA,bierwax-brooklyn-3,BierWax,https://s3-media1.fl.yelpcdn.com/bphoto/VYnDzKF4iUE4lgjiY3Ft4w/o.jpg,https://www.yelp.com/biz/bierwax-brooklyn-3?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13475338449,(347) 533-8449,40.6800201748959,-73.9682761207223,556 Vanderbilt Ave,,,Brooklyn,11238,US,NY,"556 Vanderbilt Ave Brooklyn, NY 11238",Beer Bar,Beer Bar,,,False,False
bUqqO8yh3KMFJoIWNMLx9w,mitchells-soul-food-brooklyn,Mitchell's Soul Food,https://s3-media3.fl.yelpcdn.com/bphoto/QZY0jv83sY-_JZ3Bl-7qZA/o.jpg,https://www.yelp.com/biz/mitchells-soul-food-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+17187893212,(718) 789-3212,40.678778,-73.968119,617A Vanderbilt Ave,,,Brooklyn,11238,US,NY,"617A Vanderbilt Ave Brooklyn, NY 11238","Southern, Soul Food",Southern,Soul Food,,False,False
8mKF1Nud4Ye3PMHwIMwW_A,nurish-brooklyn-2,Nurish,https://s3-media3.fl.yelpcdn.com/bphoto/Y0U6bDyI3S9UVupxdvp-Tg/o.jpg,https://www.yelp.com/biz/nurish-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17184841122,(718) 484-1122,40.67834,-73.96363,637 Washington Ave,,,Brooklyn,11238,US,NY,"637 Washington Ave Brooklyn, NY 11238","Salad, Breakfast & Brunch, Cafes",Salad,Breakfast & Brunch,Cafes,True,True
G4qLYOKIH2qSqv6dgP1_-w,cheryls-global-soul-brooklyn,Cheryl's Global Soul,https://s3-media3.fl.yelpcdn.com/bphoto/cvHnKqP3DCcOHHnzaUvgsw/o.jpg,https://www.yelp.com/biz/cheryls-global-soul-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13475292855,(347) 529-2855,40.673563,-73.967517,236 Underhill Ave,,,Brooklyn,11238,US,NY,"236 Underhill Ave Brooklyn, NY 11238","Breakfast & Brunch, Soul Food, Comfort Food",Breakfast & Brunch,Soul Food,Comfort Food,True,True
8RdzB-X0ogBI0Cx5-YmGqA,sugarcane-brooklyn,Sugarcane,https://s3-media2.fl.yelpcdn.com/bphoto/qaTJFOrkgJ_R-iY-g7sxkg/o.jpg,https://www.yelp.com/biz/sugarcane-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17182303954,(718) 230-3954,40.68028,-73.97508,238 Flatbush Ave,,,Brooklyn,11217,US,NY,"238 Flatbush Ave Brooklyn, NY 11217",Caribbean,Caribbean,,,True,True
sQmiQPGfdzQsAo1SxUnK9A,333-lounge-brooklyn,333 Lounge,https://s3-media4.fl.yelpcdn.com/bphoto/mDaAtFM6Vq2NLsglG-P6HQ/o.jpg,https://www.yelp.com/biz/333-lounge-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17183998008,(718) 399-8008,40.6778199,-73.972594,333 Flatbush Ave,,,Brooklyn,11217,US,NY,"333 Flatbush Ave Brooklyn, NY 11217","Lounges, Venues & Event Spaces",Lounges,Venues & Event Spaces,,True,True
r271Tv2uqJtIcghCFRa8BQ,haile-bistro-new-york,Haile Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/myda3exS02hVR5XE9k52ug/o.jpg,https://www.yelp.com/biz/haile-bistro-new-york?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+12126738949,(212) 673-8949,40.72783,-73.97951,182 Ave B,,,New York,10009,US,NY,"182 Ave B New York, NY 10009","Ethiopian, Bars",Ethiopian,Bars,,True,True
3kipPn-7euDo-9JIqK5hlA,mikey-likes-it-ice-cream-new-york,Mikey Likes It Ice Cream,https://s3-media2.fl.yelpcdn.com/bphoto/6aRgHqLmROtpxzmBeqsIyg/o.jpg,https://www.yelp.com/biz/mikey-likes-it-ice-cream-new-york?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+12126730199,(212) 673-0199,40.729385,-73.981359,199 Avenue A,,,New York,10009,US,NY,"199 Avenue A New York, NY 10009",Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,,,False,False
8F81LrdFm6P5kkFpsw0n0w,sweet-chick-new-york,Sweet Chick,https://s3-media3.fl.yelpcdn.com/bphoto/ZaYORVHFHAxxBU8yWvQVXg/o.jpg,https://www.yelp.com/biz/sweet-chick-new-york?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+16466570233,(646) 657-0233,40.7217399,-73.98739,178 Ludlow St,,,New York,10002,US,NY,"178 Ludlow St New York, NY 10002","Southern, Breakfast & Brunch, American (Traditional)",Southern,Breakfast & Brunch,American (Traditional),True,True
A0saPXtRGKl-SVJGQyQAOw,brooklyn-chop-house-new-york-3,Brooklyn Chop House,https://s3-media1.fl.yelpcdn.com/bphoto/v_C5TFckFT2rfH-DXIousw/o.jpg,https://www.yelp.com/biz/brooklyn-chop-house-new-york-3?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$$,+12126191200,(212) 619-1200,40.7115099,-74.00597,150 Nassau St,,,New York,10038,US,NY,"150 Nassau St New York, NY 10038","Dim Sum, Steakhouses, Asian Fusion",Dim Sum,Steakhouses,Asian Fusion,True,True
FQgIJTmrP7a5JANyTUMFkw,negril-village-new-york,Negril Village,https://s3-media4.fl.yelpcdn.com/bphoto/hLcwsEhkCfDaKHCoNUFLBg/o.jpg,https://www.yelp.com/biz/negril-village-new-york?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+12124772804,(212) 477-2804,40.729352,-73.9983558,70 W 3rd St,,,New York,10012,US,NY,"70 W 3rd St New York, NY 10012","Caribbean, Lounges",Caribbean,Lounges,,True,True
RABCwRzA1YCSpIWuk9LgqA,urban-vegan-kitchen-new-york,Urban Vegan Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/O62gucsRimwOuSieJVgdKw/o.jpg,https://www.yelp.com/biz/urban-vegan-kitchen-new-york?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+16464389939,(646) 438-9939,40.7302,-74.00368,41 Carmine St,,,New York,10014,US,NY,"41 Carmine St New York, NY 10014","Soul Food, Vegan, Comfort Food",Soul Food,Vegan,Comfort Food,True,True
DzlCEhXW6OadK6ETcmJpwQ,67-orange-street-new-york,67 Orange Street,https://s3-media2.fl.yelpcdn.com/bphoto/XpgUOXsN07EG-sl8CudDIw/o.jpg,https://www.yelp.com/biz/67-orange-street-new-york?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+12126622030,(212) 662-2030,40.8022697271481,-73.9567852020264,2082 Frederick Douglas Blvd,,,New York,10026,US,NY,"2082 Frederick Douglas Blvd New York, NY 10026","Lounges, Cocktail Bars, Speakeasies",Lounges,Cocktail Bars,Speakeasies,True,True
